,Quarter,Year,District,Price (billion VND),Area (m2),Property Type,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document
17538,2,2019,gia lam,7.6,132.0,nhà phố dự án,,4.0,,,2.0,Not provided
17539,2,2019,dong da,2.98,29.0,nhà phố dự án,,,,,,Not provided
17540,2,2019,cau giay,0.29,45.0,nhà phố dự án,4.0,,4.0,,,Not provided
17541,2,2019,cau giay,3.1,117.0,nhà phố dự án,,,,,,Not provided
17542,2,2019,dong da,4.3,45.0,nhà phố dự án,,,,,,Not provided
17543,2,2019,cau giay,6.3,60.0,nhà phố dự án,,,,,,Not provided
17544,2,2019,dong da,11.0,52.0,nhà phố dự án,6.0,4.0,5.0,6.0,1.0,Yes
17545,2,2019,hoang mai,4.3,45.0,nhà phố dự án,,,,,,Not provided
17546,2,2019,hoang mai,3.7,48.0,nhà phố dự án,,,,,,Yes
17547,2,2019,cau giay,2.95,35.0,nhà phố dự án,5.0,,,4.0,,Yes
17548,2,2019,tay ho,58.6,260.0,nhà phố dự án,,,5.0,,,Yes
17549,2,2019,dong da,3.8,45.0,nhà phố dự án,4.0,,2.0,4.0,1.0,Yes
17550,2,2019,hai ba trung,3.0,32.0,nhà phố dự án,,,,,,Not provided
17551,2,2019,thanh xuan,12.0,80.0,nhà phố dự án,,,,,,Not provided
17552,2,2019,thanh xuan,6.5,40.0,nhà phố dự án,1.0,1.0,5.0,1.0,1.0,Yes
17553,2,2019,cau giay,12.0,,nhà phố dự án,,,,,,Not provided
17554,2,2019,hai ba trung,5.5,50.0,nhà phố dự án,4.0,4.0,10.0,4.0,1.0,Yes
17555,2,2019,cau giay,28.0,99.0,nhà phố dự án,6.0,6.0,40.0,6.0,3.0,Yes
17556,2,2019,hoan kiem,50.0,90.0,nhà phố dự án,1.0,1.0,6.0,1.0,1.0,Yes
17557,2,2019,hai ba trung,13.0,72.0,nhà phố dự án,5.0,3.0,4.0,4.0,1.0,Yes
17558,2,2019,cau giay,43.0,116.0,nhà phố dự án,8.0,5.0,6.0,5.0,1.0,Yes
17559,2,2019,cau giay,3.2,28.0,nhà phố dự án,4.0,4.0,3.0,4.0,,Yes
17560,2,2019,cau giay,4.35,30.0,nhà phố dự án,4.0,4.0,3.0,3.0,1.0,Yes
17561,2,2019,hai ba trung,3.45,41.0,nhà phố dự án,,,,,,Not provided
17562,2,2019,gia lam,7.5,132.0,nhà phố dự án,,,,,,Not provided
17563,2,2019,dong da,3.8,39.0,nhà phố dự án,,,,,,Yes
17564,2,2019,hoan kiem,40.0,43.0,nhà phố dự án,6.0,,17.5,4.0,1.0,Yes
17565,2,2019,ba dinh,12.0,30.0,nhà phố dự án,5.0,,25.0,3.0,1.0,Yes
17566,2,2019,ba dinh,41.0,144.0,nhà phố dự án,3.0,,17.5,4.0,1.0,Yes
17567,2,2019,cau giay,18.5,94.0,nhà phố dự án,3.0,3.0,10.0,3.0,1.0,Yes
17568,2,2019,dong da,2.98,31.0,nhà phố dự án,5.0,3.0,,3.0,1.0,Yes
17569,2,2019,hoang mai,4.6,50.0,nhà phố dự án,,,,,,Not provided
17570,2,2019,hoang mai,3.5,26.0,nhà phố dự án,4.0,3.0,3.0,3.0,1.0,Yes
17571,2,2019,dong da,6.95,72.0,nhà phố dự án,,,,,,Not provided
17572,2,2019,hoan kiem,50.0,42.0,nhà phố dự án,8.0,,17.5,4.0,1.0,Yes
17573,2,2019,long bien,20.0,90.0,nhà phố dự án,,,,,,Not provided
17574,2,2019,ba dinh,17.1,34.0,nhà phố dự án,3.0,3.0,12.5,3.0,1.0,Yes
17575,2,2019,ba dinh,1.73,16.0,nhà phố dự án,3.0,,,2.0,,Not provided
17576,2,2019,hai ba trung,2.9,35.0,nhà phố dự án,,,,,,Yes
17577,2,2019,hai ba trung,10.5,70.0,nhà phố dự án,,,,,,Not provided
17578,2,2019,hai ba trung,3.95,35.0,nhà phố dự án,5.0,4.0,3.0,4.0,1.0,Yes
17579,2,2019,thanh xuan,3.25,45.0,nhà phố dự án,4.0,4.0,2.0,4.0,1.0,Yes
17580,2,2019,dong da,48.0,123.0,nhà phố dự án,,,,,,Not provided
17581,2,2019,dong da,6.5,30.0,nhà phố dự án,4.0,4.0,12.5,4.0,1.0,Yes
17582,2,2019,dong da,6.95,72.0,nhà phố dự án,,,,,,Not provided
17583,2,2019,dong da,6.95,72.0,nhà phố dự án,,,,,,Not provided
17584,2,2019,tay ho,4.8,40.0,nhà phố dự án,,,,,,Yes
17585,2,2019,dong da,6.95,72.0,nhà phố dự án,,,,,,Not provided
17586,2,2019,hoang mai,2.8,38.0,nhà phố dự án,,,,,,Not provided
17587,2,2019,cau giay,11.0,81.0,nhà phố dự án,4.0,,6.0,,,Yes
17588,2,2019,hoan kiem,8.9,50.0,nhà phố dự án,,,,,,Yes
17589,2,2019,dong da,0.12,50.0,nhà phố dự án,,,,,,Not provided
17590,2,2019,tay ho,20.3,301.5,nhà phố dự án,1.0,,,,,Yes
17591,2,2019,tay ho,8.5,54.0,nhà phố dự án,,,,,,Yes
17592,2,2019,long bien,2.52,36.0,nhà phố dự án,,,,,,Not provided
17593,2,2019,dong da,4.5,40.0,nhà phố dự án,,,,,,Not provided
17594,2,2019,dong da,11.5,50.0,nhà phố dự án,6.0,,6.0,8.0,,Yes
17595,2,2019,dong da,11.5,50.0,nhà phố dự án,6.0,,,,,Yes
17596,2,2019,dong da,2.6,32.0,nhà phố dự án,,,,,,Yes
17597,2,2019,cau giay,13.0,40.0,nhà phố dự án,4.0,,25.0,,,Yes
17598,2,2019,dong da,11.6,118.0,nhà phố dự án,1.0,1.0,8.0,1.0,1.0,Yes
17599,2,2019,hai ba trung,4.95,45.0,nhà phố dự án,,,,,,Not provided
17600,2,2019,hai ba trung,8.95,30.0,nhà phố dự án,,,,,,Not provided
17601,2,2019,dong da,1.15,46.0,nhà phố dự án,6.0,,,,,Yes
17602,2,2019,thanh xuan,2.7,35.0,nhà phố dự án,4.0,,,3.0,,Yes
17603,2,2019,thanh xuan,5.9,32.0,nhà phố dự án,6.0,6.0,5.0,3.0,1.0,Yes
17604,2,2019,hai ba trung,33.0,54.0,nhà phố dự án,6.0,1.0,,2.0,,Yes
17605,2,2019,hai ba trung,7.8,52.0,nhà phố dự án,,,,,,Not provided
17606,2,2019,hoan kiem,25.0,90.0,nhà phố dự án,3.0,2.0,,3.0,,Yes
17607,2,2019,ba dinh,21.0,100.0,nhà phố dự án,3.0,2.0,,2.0,,Yes
17608,2,2019,thanh xuan,0.58,45.0,nhà phố dự án,,,,,,Yes
17609,2,2019,hoang mai,1.35,32.0,nhà phố dự án,1.0,1.0,2.0,1.0,1.0,Yes
17610,2,2019,dong da,4.3,38.0,nhà phố dự án,5.0,,2.0,6.0,,Yes
17611,2,2019,ba dinh,35.0,230.0,nhà phố dự án,,,,,,Not provided
17612,2,2019,ba dinh,14.7,60.0,nhà phố dự án,,,,,,Not provided
17613,2,2019,thanh xuan,14.9,82.0,nhà phố dự án,7.0,6.0,,6.0,,Yes
17614,2,2019,ba dinh,23.5,65.0,nhà phố dự án,,,,,,Not provided
17615,2,2019,thanh xuan,7.0,87.0,nhà phố dự án,3.0,3.0,8.0,3.0,3.0,Yes
17616,2,2019,dong da,14.8,60.0,nhà phố dự án,,,,,,Not provided
17617,2,2019,hai ba trung,12.0,40.0,nhà phố dự án,5.0,3.0,4.0,4.0,1.0,Yes
17618,2,2019,hai ba trung,2.75,30.0,nhà phố dự án,5.0,4.0,3.0,3.0,1.0,Yes
17619,2,2019,thanh xuan,2.15,33.0,nhà phố dự án,4.0,,,4.0,,Yes
17620,2,2019,dong da,6.0,71.0,nhà phố dự án,,,,,,Not provided
17621,2,2019,hai ba trung,2.8,55.0,nhà phố dự án,3.0,3.0,,3.0,1.0,Yes
17622,2,2019,thanh tri,2.4,38.0,nhà phố dự án,4.0,,,,,Yes
17623,2,2019,dong da,14.9,115.0,nhà phố dự án,,,,,,Not provided
17624,2,2019,dong da,7.7,55.0,nhà phố dự án,,,,,,Not provided
17625,2,2019,dong da,10.8,71.0,nhà phố dự án,,,,,,Not provided
17626,2,2019,dong da,18.0,66.0,nhà phố dự án,,,,,,Not provided
17627,2,2019,dong da,1.48,17.0,nhà phố dự án,,,,,,Not provided
17628,2,2019,thanh xuan,4.3,40.0,nhà phố dự án,4.0,4.0,7.0,4.0,1.0,Yes
17629,2,2019,dong da,24.5,56.0,nhà phố dự án,,,,,,Not provided
17630,2,2019,thanh xuan,2.15,28.0,nhà phố dự án,,,,,,Not provided
17631,2,2019,thanh xuan,4.4,,nhà phố dự án,,,,,,Not provided
17632,2,2019,ba dinh,14.5,65.0,nhà phố dự án,,,,,,Yes
17633,2,2019,cau giay,5.4,50.0,nhà phố dự án,,,,,,Not provided
17634,2,2019,cau giay,72.0,161.0,nhà phố dự án,,,40.0,,,Yes
17635,2,2019,ba dinh,2.95,35.0,nhà phố dự án,,,,,,Not provided
17636,2,2019,dong da,0.8,,nhà phố dự án,,,,,,Not provided
17637,2,2019,ba dinh,8.3,53.0,nhà phố dự án,,,,,,Yes
17638,2,2019,hoang mai,3.5,31.0,nhà phố dự án,,,,,,Not provided
17639,2,2019,cau giay,15.8,81.0,nhà phố dự án,,,,,,Yes
17640,2,2019,thanh xuan,6.5,52.0,nhà phố dự án,,,,,,Not provided
17641,2,2019,hoang mai,0.27,96.0,nhà phố dự án,,2.0,,3.0,,Yes
17642,2,2019,thanh xuan,3.5,45.0,nhà phố dự án,4.0,,,4.0,1.0,Yes
17643,2,2019,dong da,13.5,75.0,nhà phố dự án,,,10.0,,,Yes
17644,2,2019,ba dinh,11.5,55.0,nhà phố dự án,,,,,,Not provided
17645,2,2019,dong da,15.2,90.0,nhà phố dự án,4.0,4.0,4.0,5.0,1.0,Yes
17646,2,2019,thanh xuan,16.0,86.0,nhà phố dự án,,,,,,Not provided
17647,2,2019,thanh xuan,16.0,75.0,nhà phố dự án,,,,,,Yes
17648,2,2019,thanh xuan,5.8,45.0,nhà phố dự án,,,,,,Not provided
17649,2,2019,tay ho,15.0,78.0,nhà phố dự án,,,,,,Yes
17650,2,2019,gia lam,1.4,45.0,nhà phố dự án,,,5.0,,,Yes
17651,2,2019,hai ba trung,13.0,79.0,nhà phố dự án,2.0,2.0,,2.0,,Yes
17652,2,2019,tay ho,18.0,148.0,nhà phố dự án,,,,,,Not provided
17653,2,2019,hai ba trung,3.6,52.0,nhà phố dự án,4.0,2.0,,,,Yes
17654,2,2019,tay ho,9.5,80.0,nhà phố dự án,,,,,,Not provided
17655,2,2019,thanh xuan,32.2,140.0,nhà phố dự án,,,,,,Yes
17656,2,2019,thanh xuan,3.4,25.0,nhà phố dự án,,,,,,Yes
17657,2,2019,thanh xuan,7.0,60.0,nhà phố dự án,,,,,,Not provided
17658,2,2019,tay ho,10.6,5.0,nhà phố dự án,,,,,,Not provided
17659,2,2019,dong da,20.0,86.0,nhà phố dự án,7.0,,12.5,,,Yes
17660,2,2019,hai ba trung,24.0,60.0,nhà phố dự án,2.0,,25.0,2.0,1.0,Yes
17661,2,2019,hoang mai,2.82,157.0,nhà phố dự án,8.0,3.0,,3.0,,Yes
17662,2,2019,hoang mai,1.8,40.0,nhà phố dự án,2.0,1.0,2.0,1.0,1.0,Yes
17663,2,2019,thanh xuan,12.0,40.0,nhà phố dự án,6.0,6.0,5.0,6.0,1.0,Yes
17664,2,2019,dong da,6.7,53.0,nhà phố dự án,,,,,,Not provided
17665,2,2019,tay ho,18.0,140.0,nhà phố dự án,,,,,,Not provided
17666,2,2019,hai ba trung,2.88,50.0,nhà phố dự án,6.0,,,,,Yes
17667,2,2019,thanh xuan,4.7,42.0,nhà phố dự án,,,,,,Not provided
17668,2,2019,thanh xuan,16.0,90.0,nhà phố dự án,,,,,,Not provided
17669,2,2019,ha dong,5.6,51.0,nhà phố dự án,,,,,,Not provided
17670,2,2019,dong da,4.6,43.0,nhà phố dự án,4.0,,3.0,5.0,,Not provided
17671,2,2019,ha dong,3.3,55.0,nhà phố dự án,2.0,2.0,3.0,4.0,1.0,Yes
17672,2,2019,long bien,3.3,37.0,nhà phố dự án,,,8.0,,,Yes
17673,2,2019,thanh xuan,6.6,81.0,nhà phố dự án,4.0,,5.0,5.0,,Yes
17674,2,2019,thanh xuan,3.2,47.0,nhà phố dự án,4.0,4.0,,4.0,1.0,Yes
17675,2,2019,dong da,3.3,42.0,nhà phố dự án,4.0,4.0,,4.0,1.0,Yes
17676,2,2019,hai ba trung,8.0,66.0,nhà phố dự án,,4.0,,5.0,1.0,Yes
17677,2,2019,thanh xuan,3.1,35.0,nhà phố dự án,1.0,1.0,2.0,1.0,1.0,Yes
17678,2,2019,thanh xuan,13.0,80.0,nhà phố dự án,,,,,,Not provided
17679,2,2019,hai ba trung,15.0,70.0,nhà phố dự án,3.0,2.0,6.0,2.0,1.0,Yes
17680,2,2019,thanh xuan,7.2,57.0,nhà phố dự án,5.0,,,,,Yes
17681,2,2019,thanh xuan,5.0,50.0,nhà phố dự án,4.0,4.0,3.0,4.0,1.0,Yes
17682,2,2019,dong da,6.6,34.0,nhà phố dự án,,,,,,Not provided
17683,2,2019,thanh xuan,3.6,50.0,nhà phố dự án,,,,,,Not provided
17684,2,2019,hoang mai,3.7,5.0,nhà phố dự án,1.0,1.0,2.0,1.0,1.0,Yes
17685,2,2019,ba dinh,9.3,42.0,nhà phố dự án,,,,,,Not provided
17686,2,2019,thanh xuan,5.0,56.0,nhà phố dự án,4.0,4.0,3.0,4.0,1.0,Yes
17687,2,2019,hai ba trung,18.0,31.0,nhà phố dự án,5.0,5.0,10.0,5.0,2.0,Yes
17688,2,2019,ha dong,2.8,35.0,nhà phố dự án,,,6.0,,,Yes
17689,2,2019,dong da,12.9,34.0,nhà phố dự án,,,,,,Not provided
17690,2,2019,gia lam,8.0,133.0,nhà phố dự án,,,17.5,,,Yes
17691,2,2019,tay ho,36.5,140.0,nhà phố dự án,7.0,,,,,Yes
17692,2,2019,dong da,3.52,41.0,nhà phố dự án,,,,,,Not provided
17693,2,2019,thanh xuan,3.45,40.0,nhà phố dự án,,,,,,Yes
17694,2,2019,hai ba trung,13.0,72.0,nhà phố dự án,4.0,1.0,5.0,4.0,1.0,Yes
17695,2,2019,hoai duc,4.4,72.0,nhà phố dự án,,,,,,Not provided
17696,2,2019,hai ba trung,11.0,63.0,nhà phố dự án,4.0,,,,,Not provided
17697,2,2019,dong da,3.3,42.0,nhà phố dự án,4.0,2.0,3.0,5.0,1.0,Yes
17698,2,2019,dong da,9.9,44.0,nhà phố dự án,4.0,,10.0,,,Yes
17699,2,2019,thanh xuan,16.0,,nhà phố dự án,,,,,,Not provided
17700,2,2019,thanh xuan,10.6,44.0,nhà phố dự án,,,,,,Yes
17701,2,2019,ha dong,22.5,80.0,nhà phố dự án,,,17.5,,,Yes
17702,2,2019,thanh xuan,22.0,130.0,nhà phố dự án,,,,,,Not provided
17703,2,2019,hai ba trung,3.3,45.0,nhà phố dự án,6.0,,,3.0,,Not provided
17704,2,2019,ha dong,5.6,51.0,nhà phố dự án,,,,,,Not provided
17705,2,2019,hai ba trung,16.5,71.0,nhà phố dự án,5.0,,10.0,,1.0,Yes
17706,2,2019,hai ba trung,3.2,38.0,nhà phố dự án,3.0,3.0,3.0,3.0,1.0,Yes
17707,2,2019,ha dong,3.6,48.0,nhà phố dự án,,,,,,Not provided
17708,2,2019,hoang mai,17.0,158.0,nhà phố dự án,4.0,4.0,10.0,5.0,1.0,Yes
17709,2,2019,long bien,2.5,40.0,nhà phố dự án,1.0,1.0,5.0,1.0,1.0,Yes
17710,2,2019,thanh xuan,13.0,120.0,nhà phố dự án,2.0,1.0,,2.0,,Yes
17711,2,2019,hoang mai,2.38,108.0,nhà phố dự án,10.0,2.0,,2.0,,Yes
17712,2,2019,hai ba trung,18.0,80.0,nhà phố dự án,7.0,7.0,25.0,12.0,2.0,Yes
17713,2,2019,hai ba trung,16.7,80.0,nhà phố dự án,,,,,,Not provided
17714,2,2019,hoang mai,9.6,125.0,nhà phố dự án,,,,,,Yes
17715,2,2019,gia lam,6.6,105.0,nhà phố dự án,5.0,,8.0,6.0,1.0,Yes
17716,2,2019,hoang mai,2.8,45.0,nhà phố dự án,4.0,4.0,3.0,4.0,1.0,Yes
17717,2,2019,cau giay,11.85,68.0,nhà phố dự án,3.0,2.0,,2.0,,Yes
17718,2,2019,thanh xuan,5.4,45.0,nhà phố dự án,,,,,,Yes
17719,2,2019,thanh xuan,11.0,72.0,nhà phố dự án,2.0,2.0,,2.0,,Yes
17720,2,2019,dong da,5.9,28.0,nhà phố dự án,4.0,2.0,12.5,2.0,,Yes
17721,2,2019,thanh xuan,10.5,67.0,nhà phố dự án,5.0,5.0,,4.0,,Yes
17722,2,2019,hoang mai,2.5,125.0,nhà phố dự án,6.0,1.0,,2.0,,Yes
17723,2,2019,dong da,5.4,38.0,nhà phố dự án,4.0,,3.0,5.0,,Yes
17724,2,2019,hoang mai,2.5,30.0,nhà phố dự án,3.0,2.0,,2.0,,Yes
17725,2,2019,hai ba trung,2.9,45.0,nhà phố dự án,5.0,4.0,3.0,4.0,1.0,Yes
17726,2,2019,ba dinh,16.8,50.0,nhà phố dự án,5.0,,17.5,4.0,1.0,Yes
17727,2,2019,ba dinh,22.0,80.0,nhà phố dự án,5.0,,12.5,4.0,1.0,Yes
17728,2,2019,hai ba trung,16.0,76.0,nhà phố dự án,4.0,4.0,6.0,5.0,1.0,Yes
17729,2,2019,ha dong,2.2,33.0,nhà phố dự án,,,7.0,,,Yes
17730,2,2019,tay ho,43.0,162.0,nhà phố dự án,,,,,,Not provided
17731,2,2019,hai ba trung,16.7,65.0,nhà phố dự án,,,,,,Not provided
17732,2,2019,hoang mai,3.5,68.0,nhà phố dự án,3.0,,3.0,4.0,,Yes
17733,2,2019,hai ba trung,16.7,71.0,nhà phố dự án,,,,,,Not provided
17734,2,2019,dong da,6.6,33.0,nhà phố dự án,,,,,,Yes
17735,2,2019,hoai duc,4.4,72.0,nhà phố dự án,,,,,,Not provided
17736,2,2019,thanh xuan,12.0,80.0,nhà phố dự án,,,,,,Not provided
17737,2,2019,dong da,26.5,107.0,nhà phố dự án,6.0,4.0,,5.0,,Yes
17738,2,2019,tay ho,31.0,110.0,nhà phố dự án,4.0,,17.5,,,Yes
17739,2,2019,dong da,10.0,39.0,nhà phố dự án,4.0,3.0,12.5,4.0,1.0,Yes
17740,2,2019,dong da,10.0,42.0,nhà phố dự án,4.0,,7.0,4.0,1.0,Yes
17741,2,2019,hai ba trung,10.5,40.0,nhà phố dự án,5.0,4.0,10.0,4.0,1.0,Yes
17742,2,2019,hai ba trung,50.5,126.0,nhà phố dự án,1.0,1.0,8.0,1.0,1.0,Yes
17743,2,2019,dong da,12.5,50.0,nhà phố dự án,5.0,,6.0,5.0,1.0,Yes
17744,2,2019,hai ba trung,17.0,65.0,nhà phố dự án,4.0,3.0,4.0,4.0,1.0,Yes
17745,2,2019,hai ba trung,17.0,65.0,nhà phố dự án,4.0,3.0,4.0,4.0,1.0,Yes
17746,2,2019,thanh xuan,13.0,110.0,nhà phố dự án,,,,,,Not provided
17747,2,2019,hai ba trung,17.0,65.0,nhà phố dự án,4.0,3.0,4.0,4.0,1.0,Yes
17748,2,2019,dong da,17.0,59.0,nhà phố dự án,5.0,6.0,25.0,6.0,1.0,Yes
17749,2,2019,hai ba trung,17.0,65.0,nhà phố dự án,4.0,3.0,4.0,4.0,1.0,Yes
17750,2,2019,ha dong,2.98,35.0,nhà phố dự án,,,,,,Yes
17751,2,2019,ba dinh,10.5,83.0,nhà phố dự án,2.0,3.0,10.0,3.0,1.0,Yes
17752,2,2019,hai ba trung,18.45,76.0,nhà phố dự án,,,,,,Not provided
17753,2,2019,tay ho,50.0,250.0,nhà phố dự án,,,,,,Yes
17754,2,2019,thanh xuan,3.5,116.0,nhà phố dự án,8.0,2.0,,3.0,,Yes
17755,2,2019,thanh xuan,5.4,65.0,nhà phố dự án,4.0,5.0,5.0,5.0,1.0,Yes
17756,2,2019,hai ba trung,16.7,65.0,nhà phố dự án,3.0,,60.0,,,Yes
17757,2,2019,thanh xuan,32.2,140.0,nhà phố dự án,1.0,,,,,Yes
17758,2,2019,dong da,3.2,35.0,nhà phố dự án,,,,,,Not provided
17759,2,2019,hai ba trung,4.1,51.0,nhà phố dự án,5.0,4.0,2.0,3.0,1.0,Yes
17760,2,2019,thanh xuan,10.6,,nhà phố dự án,,,,,,Not provided
17761,2,2019,dong da,6.6,34.0,nhà phố dự án,,,,,,Not provided
17762,2,2019,cau giay,0.2,50.0,nhà phố dự án,,,,,,Not provided
17763,2,2019,thanh xuan,4.9,65.0,nhà phố dự án,1.0,1.0,2.0,1.0,1.0,Yes
17764,2,2019,hoai duc,7.45,90.0,nhà phố dự án,4.0,3.0,17.5,3.0,1.0,Yes
17765,2,2019,ha dong,2.98,32.0,nhà phố dự án,,,,,,Not provided
17766,2,2019,hai ba trung,2.15,24.0,nhà phố dự án,3.0,2.0,2.0,2.0,1.0,Yes
17767,2,2019,ba dinh,19.9,155.0,nhà phố dự án,5.0,,,,,Yes
17768,2,2019,hai ba trung,11.7,50.0,nhà phố dự án,,,10.0,,,Yes
17769,2,2019,dong da,11.2,60.0,nhà phố dự án,,6.0,5.0,6.0,1.0,Yes
17770,2,2019,dong da,3.7,36.0,nhà phố dự án,3.0,3.0,3.0,2.0,1.0,Yes
17771,2,2019,thanh xuan,12.0,80.0,nhà phố dự án,2.0,,,,,Yes
17772,2,2019,dong da,7.8,47.0,nhà phố dự án,7.0,8.0,3.0,7.0,1.0,Yes
17773,2,2019,ba dinh,6.9,72.0,nhà phố dự án,1.0,1.0,,2.0,,Yes
17774,2,2019,dong da,8.9,40.0,nhà phố dự án,1.0,5.0,17.5,5.0,1.0,Yes
17775,2,2019,dong da,16.2,65.0,nhà phố dự án,,,,,,Not provided
17776,2,2019,cau giay,2.5,90.0,nhà phố dự án,8.0,2.0,,3.0,,Yes
17777,2,2019,tay ho,34.0,188.0,nhà phố dự án,4.0,,17.5,5.0,,Yes
17778,2,2019,cau giay,0.22,80.0,nhà phố dự án,,,,,,Not provided
17779,2,2019,dong da,2.3,3.0,nhà phố dự án,,1.0,,1.0,1.0,Yes
17780,2,2019,dong da,3.8,50.0,nhà phố dự án,,,,,,Yes
17781,2,2019,hai ba trung,3.3,30.0,nhà phố dự án,,,,,,Yes
17782,2,2019,hoang mai,2.5,91.0,nhà phố dự án,8.0,2.0,,2.0,,Yes
17783,2,2019,gia lam,8.2,132.0,nhà phố dự án,,,17.5,,,Yes
17784,2,2019,hoang mai,2.45,40.0,nhà phố dự án,4.0,,2.0,4.0,,Yes
17785,2,2019,hai ba trung,2.5,52.0,nhà phố dự án,,,,,,Not provided
17786,2,2019,ba dinh,45.0,96.0,nhà phố dự án,2.0,2.0,17.5,3.0,2.0,Yes
17787,2,2019,ba dinh,13.2,50.0,nhà phố dự án,4.0,3.0,17.5,3.0,1.0,Yes
17788,4,2024,ha dong,5.3,40.0,nhà phố dự án,5.0,4.0,8.0,6.0,1.0,Yes
17789,4,2024,tay ho,10.4,55.0,nhà phố dự án,7.0,17.0,3.0,17.0,17.0,Yes
17790,4,2024,hai ba trung,7.7,52.0,nhà phố dự án,1.0,1.0,5.0,1.0,1.0,Yes
17791,2,2019,tay ho,0.266,53.0,nhà phố dự án,5.0,5.0,10.0,4.0,2.0,Yes
17792,4,2024,hoang mai,7.5,41.0,nhà phố dự án,,,,,,Yes
17793,2,2019,ha dong,4.5,55.0,nhà phố dự án,5.0,4.0,12.5,4.0,1.0,Yes
17794,2,2019,cau giay,3.3,32.0,nhà phố dự án,5.0,,,3.0,,Yes
17795,2,2019,thanh xuan,3.0,30.0,nhà phố dự án,5.0,,,3.0,,Yes
17796,2,2019,tay ho,19.0,100.0,nhà phố dự án,,,,,,Yes
17797,2,2019,ba dinh,36.0,105.0,nhà phố dự án,,,,,,Not provided
17798,2,2019,thanh xuan,15.5,65.0,nhà phố dự án,,,,,,Not provided
17799,2,2019,hai ba trung,3.85,35.0,nhà phố dự án,4.0,,,,,Yes
17800,2,2019,dong da,4.1,43.0,nhà phố dự án,5.0,4.0,3.0,6.0,,Yes
17801,2,2019,thanh xuan,4.2,42.0,nhà phố dự án,5.0,,4.0,4.0,,Yes
17802,2,2019,gia lam,1.4,45.0,nhà phố dự án,,,5.0,,,Yes
17803,2,2019,hoang mai,5.45,52.0,nhà phố dự án,2.0,,5.0,,1.0,Yes
17804,2,2019,dong da,10.9,,nhà phố dự án,,,,,,Not provided
17805,4,2024,ha dong,24.5,135.0,nhà phố dự án,,,,,,Not provided
17806,2,2019,hai ba trung,3.85,46.0,nhà phố dự án,4.0,3.0,,,3.0,Yes
17807,3,2024,tay ho,6.4,70.0,nhà phố dự án,,,,,,Not provided
17808,3,2024,hoai duc,13.0,100.0,nhà phố dự án,,,,,,Not provided
17809,3,2024,tay ho,7.2,40.0,nhà phố dự án,,,,,,Not provided
17810,3,2024,hoang mai,6.5,65.0,nhà phố dự án,4.0,3.0,,4.0,1.0,Yes
17811,3,2024,south tu liem,0.6,15.0,nhà phố dự án,,,,,,Not provided
17812,3,2024,dong anh,30.0,97.0,nhà phố dự án,4.0,2.0,,4.0,1.0,Yes
17813,3,2024,north tu liem,9.0,140.0,nhà phố dự án,,,,,,Not provided
17814,3,2024,tay ho,8.0,90.0,nhà phố dự án,,,,,,Not provided
17815,3,2024,ha dong,28.0,108.0,nhà phố dự án,,,,,,Not provided
17816,3,2024,dong da,12.6,60.0,nhà phố dự án,3.0,3.0,,4.0,1.0,Yes
17817,3,2024,dong da,10.9,60.0,nhà phố dự án,4.0,3.0,,4.0,1.0,Yes
17818,3,2024,hai ba trung,38.4,115.0,nhà phố dự án,8.0,10.0,,10.0,1.0,Yes
17819,3,2024,long bien,25.68,402.0,nhà phố dự án,,,,,,Not provided
17820,3,2024,north tu liem,18.0,168.0,nhà phố dự án,,,,,,Not provided
17821,3,2024,cau giay,5.8,38.0,nhà phố dự án,,,,,,Not provided
17822,3,2024,cau giay,0.18,45.0,nhà phố dự án,,,,,,Not provided
17823,3,2024,ha dong,16.5,95.0,nhà phố dự án,,,,,,Not provided
17824,3,2024,dong da,18.0,64.0,nhà phố dự án,,,,,,Not provided
17825,3,2024,tay ho,66.8,194.0,nhà phố dự án,1.0,2.0,,1.0,1.0,Yes
17826,3,2024,north tu liem,6.0,75.0,nhà phố dự án,,,,,,Not provided
17827,3,2024,gia lam,22.0,1000.0,nhà phố dự án,,,,,,Not provided
17828,3,2024,north tu liem,17.0,210.0,nhà phố dự án,,,,,,Not provided
17829,3,2024,tay ho,380.0,380.0,nhà phố dự án,2.0,4.0,,4.0,1.0,Yes
17830,3,2024,tay ho,36.5,90.0,nhà phố dự án,6.0,11.0,,11.0,1.0,Yes
17831,3,2024,hoai duc,15.0,100.0,nhà phố dự án,,,,,,Not provided
17832,3,2024,north tu liem,5.4,90.0,nhà phố dự án,,,,,,Not provided
17833,2,2024,ha dong,33.0,109.0,nhà phố dự án,,,,,,Not provided
17834,2,2024,long bien,20.0,80.0,nhà phố dự án,5.0,7.0,,6.0,1.0,Yes
17835,2,2024,dong da,17.5,96.0,nhà phố dự án,,,,,,Not provided
17836,2,2024,dong da,17.5,98.0,nhà phố dự án,,,,,,Not provided
17837,2,2024,north tu liem,4.5,31.0,nhà phố dự án,,,,,,Not provided
17838,2,2024,long bien,0.6,565.0,nhà phố dự án,,,,,,Not provided
17839,2,2024,long bien,0.6,565.0,nhà phố dự án,,,,,,Not provided
17840,2,2024,north tu liem,4.0,31.0,nhà phố dự án,,,,,,Not provided
17841,2,2024,ha dong,15.38,75.0,nhà phố dự án,,,,,,Not provided
