,Day,Month,Year,District,Price (billion VND),Area (m2),Property Type,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document,Latitude,Longitude
224,15,2,2023,hoàng mai,3.6,139.0,căn hộ chung cư,15.0,2.0,17.5,3.0,2.0,Yes,20.958580943917678,105.82420287357176
225,1,12,2022,,5.0,130.0,căn hộ chung cư,16.0,2.0,,3.0,,Yes,21.0297517,105.7786741
226,5,12,2022,gia lâm,3.8,98.0,căn hộ chung cư,,2.0,25.0,3.0,1.0,Yes,21.0105208,105.952941
227,5,12,2022,đông anh,2.13,77.0,căn hộ chung cư,,,,,,Not provided,21.0809178,105.8701316
228,2,12,2022,hà đông,3.8,143.0,căn hộ chung cư,,,,,,Yes,20.9755983,105.7625602
229,7,12,2022,hoàng mai,3.95,95.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,20.9743925,105.7779044
230,7,12,2022,hoàng mai,2.5,82.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,20.9815104,105.8104086
231,8,12,2022,tây hồ,4.325,100.0,căn hộ chung cư,,2.0,,3.0,,Yes,21.0850812,105.8170224
232,12,12,2022,hai bà trưng,4.75,118.0,căn hộ chung cư,22.0,2.0,,3.0,,Yes,20.9966988,105.8739
233,13,12,2022,hoàng mai,5.5,131.0,căn hộ chung cư,,,17.5,,,Yes,20.95829508362544,105.82432471376954
234,14,12,2022,cầu giấy,5.125,86.0,căn hộ chung cư,,,,,,Not provided,21.0106758,105.7995616
235,15,12,2022,tây hồ,2.6,67.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0838905,105.8084823
236,15,12,2022,,3.8,64.0,căn hộ chung cư,,2.0,,2.0,,Yes,21.0088528,105.7439194
237,18,12,2022,thanh trì,2.55,95.0,căn hộ chung cư,,2.0,12.5,3.0,1.0,Yes,20.9461418,105.8554513
238,1,12,2022,thanh trì,2.58,88.8,căn hộ chung cư,11.0,2.0,,2.0,1.0,Yes,20.93319560555976,105.85146017298584
239,14,11,2022,hà đông,1.7,64.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,20.9540586,105.7409852
240,14,11,2022,tây hồ,4.3,99.0,căn hộ chung cư,,2.0,40.0,3.0,,Not provided,21.0850812,105.8170224
241,14,11,2022,tây hồ,4.3,99.0,căn hộ chung cư,,2.0,40.0,3.0,,Not provided,21.0850812,105.8170224
242,17,11,2022,thanh xuân,2.45,70.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,20.9959819,105.8097244
243,18,11,2022,cầu giấy,3.4,91.0,căn hộ chung cư,,,,,,Yes,21.0339527,105.7850022
244,18,11,2022,,2.15,70.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0055267,105.7791327
245,18,11,2022,,2.7,74.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0055267,105.7791327
246,18,11,2022,,6.7,105.0,căn hộ chung cư,,2.0,,3.0,1.0,Not provided,21.0843227,105.7875586
247,19,11,2022,hoàng mai,7.7,150.0,căn hộ chung cư,1.0,2.0,17.5,,2.0,Yes,20.961582803230428,105.82407779732134
248,19,11,2022,,3.567,91.0,căn hộ chung cư,,,,,,Yes,21.0055267,105.7791327
249,21,11,2022,thanh xuân,5.5,136.0,căn hộ chung cư,,2.0,,3.0,1.0,Not provided,20.9959819,105.8097244
250,21,11,2022,ba đình,31.0,310.0,căn hộ chung cư,,3.0,,3.0,,Not provided,21.0396314,105.8276555
251,21,11,2022,ba đình,13.5,330.0,căn hộ chung cư,,4.0,,4.0,,Not provided,21.0457791,105.8115146
252,23,11,2022,gia lâm,3.2,82.0,căn hộ chung cư,,2.0,17.5,2.0,1.0,Yes,21.0105208,105.952941
253,23,11,2022,gia lâm,1.0,82.0,căn hộ chung cư,,2.0,25.0,3.0,1.0,Yes,21.0105208,105.952941
254,23,11,2022,tây hồ,5.4,105.0,căn hộ chung cư,27.0,2.0,,3.0,,Not provided,21.0838905,105.8084823
255,24,11,2022,thanh xuân,0.3,109.0,căn hộ chung cư,,,,,,Not provided,20.9882537,105.7988373
256,24,11,2022,mê linh,1.1,54.0,căn hộ chung cư,1.0,2.0,,2.0,1.0,Yes,21.188013765068444,105.72097342668911
257,3,11,2022,cầu giấy,2.6,120.0,căn hộ chung cư,,3.0,12.5,3.0,1.0,Yes,21.0506076,105.7909724
258,3,11,2022,hoàng mai,3.132,108.0,căn hộ chung cư,,,,,,Not provided,20.9647465,105.820613
259,4,11,2022,,5.62,153.0,căn hộ chung cư,24.0,3.0,,4.0,1.0,Not provided,21.026033,105.7789722
260,6,11,2022,hai bà trưng,4.17,117.0,căn hộ chung cư,7.0,2.0,,3.0,1.0,Not provided,20.9966988,105.8739
261,5,11,2022,,0.16,92.0,căn hộ chung cư,18.0,2.0,,3.0,1.0,Yes,21.0833663,105.7893198
262,7,11,2022,hoàng mai,2.262,80.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,20.9589363,105.8226081
263,7,11,2022,,3.846,97.0,căn hộ chung cư,,,,,,Not provided,21.0843227,105.7875586
264,8,11,2022,hoàng mai,11.4,266.0,căn hộ chung cư,2.0,2.0,8.0,4.0,2.0,Yes,20.9650953,105.824876
265,7,11,2022,,4.7,132.0,căn hộ chung cư,,,,,,Not provided,21.0843227,105.7875586
266,8,11,2022,hoàng mai,12.0,260.0,căn hộ chung cư,,4.0,,4.0,,Not provided,20.9815104,105.8104086
267,8,11,2022,hoàng mai,3.9,108.67,căn hộ chung cư,,,,,,Not provided,20.95879205722228,105.82388113671797
268,8,11,2022,hai bà trưng,4.1,74.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,20.9968022,105.8612143
269,9,11,2022,tây hồ,20.8,260.0,căn hộ chung cư,,4.0,,4.0,,Not provided,21.089785,105.8013313
270,10,11,2022,,5.5,136.0,căn hộ chung cư,,2.0,,3.0,1.0,Not provided,20.9921506,105.7867481
271,19,10,2022,đống đa,2.9,68.0,căn hộ chung cư,,1.0,12.5,2.0,1.0,Yes,21.0093127,105.8194215
272,19,10,2022,,3.9,80.0,căn hộ chung cư,,2.0,,2.0,1.0,Not provided,21.039473344467385,105.76147746464844
273,20,10,2022,long biên,2.35,82.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0437208,105.9259271
274,20,10,2022,long biên,4.65,97.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0186765,105.884813
275,20,10,2022,long biên,3.3,85.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.048956,105.8862812
276,20,10,2022,thanh xuân,4.2,106.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,20.9959819,105.8097244
277,24,10,2022,thanh xuân,0.39,105.5,căn hộ chung cư,,3.0,,2.0,,Yes,20.9952447,105.8007001
278,24,10,2022,,0.39,105.5,căn hộ chung cư,,2.0,,3.0,,Not provided,20.9921506,105.7867481
279,24,10,2022,,4.0,105.5,căn hộ chung cư,,2.0,,3.0,,Yes,20.9921506,105.7867481
280,25,10,2022,hoàng mai,3.1,74.0,căn hộ chung cư,29.0,2.0,40.0,2.0,1.0,Yes,20.959075575737916,105.82317389288332
281,25,10,2022,long biên,3.75,100.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0637678,105.9109509
282,27,10,2022,,5.6,130.0,căn hộ chung cư,16.0,2.0,40.0,3.0,1.0,Yes,21.033683868896887,105.77940135344241
283,26,10,2022,cầu giấy,12.209,162.0,căn hộ chung cư,10.0,2.0,25.0,3.0,1.0,Yes,21.042888,105.7975501
284,27,10,2022,,0.39,123.0,căn hộ chung cư,15.0,2.0,25.0,3.0,1.0,Yes,20.9921506,105.7867481
285,28,10,2022,hoàng mai,10.5,240.0,căn hộ chung cư,1.0,2.0,25.0,1.0,2.0,Yes,20.958519395889066,105.82465030688476
286,29,10,2022,long biên,3.1,57.0,căn hộ chung cư,,1.0,,1.0,1.0,Not provided,21.0407327,105.896559
287,28,10,2022,ba đình,31.0,310.0,căn hộ chung cư,,3.0,,3.0,1.0,Yes,21.0396314,105.8276555
288,8,10,2022,đống đa,1.3,50.0,căn hộ chung cư,4.0,1.0,10.0,1.0,1.0,Yes,21.012173907392782,105.83387526668702
289,29,10,2022,cầu giấy,4.5,88.0,căn hộ chung cư,30.0,2.0,,2.0,1.0,Yes,10.8019128,106.7647475
290,8,10,2022,đống đa,1.3,50.0,căn hộ chung cư,4.0,1.0,10.0,1.0,1.0,Yes,21.012069068469483,105.8338410338379
291,9,10,2022,thanh xuân,2.6,80.0,căn hộ chung cư,,1.0,12.5,2.0,1.0,Yes,20.9916147,105.79988
292,10,10,2022,hoàng mai,2.95,100.0,căn hộ chung cư,,2.0,12.5,3.0,1.0,Yes,20.9647465,105.820613
293,10,10,2022,,5.2,120.0,căn hộ chung cư,10.0,2.0,,3.0,1.0,Not provided,20.9921506,105.7867481
294,10,10,2022,hoàng mai,3.2,,căn hộ chung cư,,,,,,Not provided,20.959468074662517,105.8229658570862
295,11,10,2022,,5.9,150.0,căn hộ chung cư,,,,,,Not provided,21.047768,105.7615252
296,11,10,2022,,1.95,43.0,căn hộ chung cư,,,,,,Not provided,21.0088528,105.7439194
297,11,10,2022,,3.6,72.0,căn hộ chung cư,,,,,,Not provided,21.0234709,105.7732633
298,11,10,2022,hoàng mai,2.25,78.5,căn hộ chung cư,,,,,,Not provided,20.9892354,105.8745359
299,12,10,2022,long biên,2.89,126.0,căn hộ chung cư,,2.0,,4.0,1.0,Yes,21.0663504,105.9061789
300,24,9,2022,hoàng mai,4.1,129.0,căn hộ chung cư,,,,,,Not provided,20.9625316,105.8399127
301,25,9,2022,,4.3,87.0,căn hộ chung cư,15.0,2.0,,2.0,1.0,Yes,21.0713471,105.7932944
302,12,10,2022,đông anh,1.7,68.0,căn hộ chung cư,,,,,,Not provided,21.079970884928652,105.87393310904542
303,12,10,2022,hoàng mai,3.4,,căn hộ chung cư,,,,,,Not provided,20.958693065389436,105.82427232933347
304,23,9,2022,cầu giấy,2.3,56.0,căn hộ chung cư,,2.0,10.0,2.0,1.0,Yes,21.0395659,105.7740712
305,11,10,2022,thanh xuân,5.6,128.0,căn hộ chung cư,,,,,,Not provided,21.0277644,105.8341598
306,25,9,2022,hà đông,2.55,95.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,20.9798986,105.7872932
307,28,9,2022,đông anh,1.7,67.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0713031,105.8778337
308,28,9,2022,tây hồ,2.85,64.0,căn hộ chung cư,,2.0,6.0,2.0,1.0,Yes,21.0737419,105.8105351
309,28,9,2022,thanh xuân,1.9,80.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,21.0046148,105.8040796
310,28,9,2022,hà đông,5.884,136.0,căn hộ chung cư,,2.0,25.0,3.0,1.0,Yes,20.992561739179457,105.78708828135377
311,27,9,2022,hà đông,2.5,70.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,20.9724038,105.7827186
312,28,9,2022,hà đông,4.104,105.5,căn hộ chung cư,38.0,2.0,40.0,3.0,1.0,Yes,20.992578815790097,105.7869653589302
313,29,9,2022,hà đông,5.915,136.0,căn hộ chung cư,28.0,2.0,40.0,3.0,1.0,Yes,20.992531236318484,105.78693585463104
314,29,9,2022,hoàng mai,1.18,54.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,20.9815104,105.8104086
315,29,9,2022,thanh trì,2.3,88.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,10.8019128,106.7647475
316,1,10,2022,hoàng mai,3.1,75.0,căn hộ chung cư,29.0,2.0,40.0,2.0,1.0,Yes,20.95895841602399,105.82321680822756
317,28,9,2022,đống đa,7.5,91.0,căn hộ chung cư,1.0,2.0,25.0,2.0,1.0,Yes,21.016652,105.816903
318,14,9,2022,đông anh,2.6,98.6,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.078459546376205,105.87409133920899
319,14,9,2022,hà đông,0.23,64.0,căn hộ chung cư,10.0,2.0,,2.0,1.0,Yes,,
320,15,9,2022,,2.78,75.0,căn hộ chung cư,,,,,,Not provided,21.0141788,105.7775527
321,15,9,2022,,2.78,75.0,căn hộ chung cư,,,,,,Not provided,21.0055267,105.7791327
322,15,9,2022,,3.1,75.0,căn hộ chung cư,,,,,,Not provided,21.0141788,105.7775527
323,15,9,2022,,2.78,75.0,căn hộ chung cư,,,,,,Not provided,21.0055267,105.7791327
324,15,9,2022,,2.78,75.0,căn hộ chung cư,,,,,,Not provided,21.0141788,105.7775527
325,16,9,2022,cầu giấy,8.0,124.0,căn hộ chung cư,,3.0,25.0,4.0,1.0,Yes,21.036839027515725,105.78700505189816
326,16,9,2022,hoàng mai,0.47,145.0,căn hộ chung cư,,,,,,Not provided,20.9836984,105.8636257
327,16,9,2022,,1.95,61.0,căn hộ chung cư,,1.0,,2.0,1.0,Yes,20.9976236,105.7799727
328,16,9,2022,cầu giấy,2.8,70.0,căn hộ chung cư,,,,,,Yes,21.0362368,105.7905825
329,16,9,2022,hoàng mai,5.5,135.0,căn hộ chung cư,,3.0,10.0,3.0,1.0,Yes,20.9625316,105.8399127
330,19,9,2022,hoàng mai,3.5,90.0,căn hộ chung cư,,2.0,12.5,3.0,1.0,Yes,20.979126,105.8210652
331,16,9,2022,hoàng mai,3.6,94.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,20.9586985,105.8242034
332,6,9,2022,,0.26,67.0,căn hộ chung cư,15.0,1.0,,2.0,1.0,Not provided,20.98964062926434,105.75195507823489
333,6,9,2022,,0.27,57.0,căn hộ chung cư,22.0,,,,,Not provided,20.9898009,105.7615252
334,7,9,2022,hoàng mai,4.4,83.0,căn hộ chung cư,15.0,2.0,25.0,2.0,2.0,Yes,20.958500791830858,105.824245788916
335,7,9,2022,,3.4,124.0,căn hộ chung cư,,2.0,12.5,3.0,1.0,Yes,21.0279571,105.771796
336,9,9,2022,hoàng mai,2.1,48.2,căn hộ chung cư,,,,,,Not provided,20.9842715,105.8379949
337,10,9,2022,cầu giấy,3.6,100.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0363703,105.7808626
338,12,9,2022,long biên,3.575,99.0,căn hộ chung cư,,,,,,Not provided,21.0407327,105.896559
339,10,9,2022,,3.3,105.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,20.989171,105.7835348
340,12,9,2022,long biên,2.6,77.0,căn hộ chung cư,,,,,,Not provided,21.0407327,105.896559
341,12,9,2022,thanh xuân,4.2,100.0,căn hộ chung cư,,2.0,9.0,3.0,1.0,Not provided,21.0046148,105.8040796
342,12,9,2022,đông anh,2.1,85.0,căn hộ chung cư,,,,,,Not provided,21.0809178,105.8701316
343,12,9,2022,long biên,2.98,83.0,căn hộ chung cư,,,,,,Not provided,21.0407327,105.896559
344,23,8,2022,hoàng mai,3.1,78.0,căn hộ chung cư,29.0,2.0,40.0,2.0,1.0,Yes,20.95899542391612,105.82317389288332
345,23,8,2022,gia lâm,1.0,48.0,căn hộ chung cư,,1.0,25.0,1.0,1.0,Yes,20.9939937,105.9502063
346,23,8,2022,hà đông,4.4,106.0,căn hộ chung cư,39.0,2.0,12.5,3.0,1.0,Yes,20.9849911,105.7863219
347,23,8,2022,thanh xuân,4.3,89.0,căn hộ chung cư,,2.0,5.0,3.0,1.0,Yes,20.9985157,105.8031584
348,24,8,2022,hà đông,1.94,63.0,căn hộ chung cư,,2.0,10.0,2.0,1.0,Yes,20.9796446,105.7923394
349,24,8,2022,,2.0,70.0,căn hộ chung cư,,,,,,Not provided,20.990906975402304,105.75416559833985
350,25,8,2022,gia lâm,0.82,70.0,căn hộ chung cư,,2.0,25.0,2.0,1.0,Yes,20.9939937,105.9502063
351,25,8,2022,thanh oai,1.65,77.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,20.9600309,105.802273
352,25,8,2022,gia lâm,0.65,69.0,căn hộ chung cư,,2.0,25.0,2.0,1.0,Yes,20.9939937,105.9502063
353,25,8,2022,gia lâm,2.98,80.0,căn hộ chung cư,,2.0,25.0,3.0,1.0,Yes,20.9939937,105.9502063
354,26,8,2022,long biên,5.155,96.87,căn hộ chung cư,15.0,2.0,40.0,3.0,,Yes,21.0186765,105.884813
355,27,8,2022,thanh trì,3.9,125.0,căn hộ chung cư,,3.0,12.5,3.0,1.0,Yes,20.9464582,105.855778
356,28,8,2022,cầu giấy,3.25,90.0,căn hộ chung cư,,,,,,Not provided,21.0333915,105.7977736
357,28,8,2022,thanh xuân,3.3,108.0,căn hộ chung cư,,2.0,12.5,3.0,1.0,Yes,20.9996153,105.8081224
358,29,8,2022,hoàng mai,3.4,80.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,20.9647926,105.8206409
359,13,8,2022,gia lâm,1.9,55.0,căn hộ chung cư,,1.0,25.0,1.0,1.0,Yes,20.9939937,105.9502063
360,29,8,2022,long biên,2.82,76.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0348453,105.9127108
361,30,8,2022,hoàng mai,5.0,100.0,căn hộ chung cư,15.0,2.0,,3.0,1.0,Yes,20.9647926,105.8206409
362,13,8,2022,cầu giấy,3.5,142.0,căn hộ chung cư,,3.0,,4.0,1.0,Not provided,21.0218044,105.790872
363,13,8,2022,gia lâm,1.75,45.0,căn hộ chung cư,,1.0,25.0,1.0,1.0,Yes,20.9939937,105.9502063
364,15,8,2022,cầu giấy,3.93,97.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,21.0359385,105.793827
365,16,8,2022,cầu giấy,3.45,113.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.031792,105.7884835
366,17,8,2022,đông anh,1.4,63.0,căn hộ chung cư,11.0,2.0,,3.0,1.0,Yes,21.0964206,105.7863724
367,17,8,2022,thanh xuân,2.5,60.0,căn hộ chung cư,,1.0,,2.0,1.0,Yes,21.0061413,105.8039336
368,18,8,2022,cầu giấy,3.8,85.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0105633,105.7994223
369,18,8,2022,hai bà trưng,4.14,115.0,căn hộ chung cư,,,12.5,3.0,1.0,Yes,20.9959104,105.8576533
370,18,8,2022,gia lâm,1.875,60.0,căn hộ chung cư,,,25.0,2.0,1.0,Yes,21.0024138,105.9641124
371,18,8,2022,gia lâm,1.9,60.0,căn hộ chung cư,,,25.0,2.0,1.0,Yes,21.0105208,105.952941
372,2,8,2022,,0.26,53.0,căn hộ chung cư,10.0,2.0,,2.0,1.0,Yes,10.876248,106.660338
373,3,8,2022,long biên,2.23,100.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0628603,105.9125034
374,3,8,2022,cầu giấy,2.14,60.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,10.876248,106.660338
375,3,8,2022,thanh trì,1.55,64.0,căn hộ chung cư,25.0,2.0,,2.0,1.0,Yes,20.937764048648106,105.85226018360595
376,3,8,2022,,2.49,95.0,căn hộ chung cư,,2.0,12.5,3.0,1.0,Yes,20.9885415,105.7930892
377,4,8,2022,long biên,2.89,86.0,căn hộ chung cư,,2.0,,3.0,,Yes,21.0348453,105.9127108
378,5,8,2022,long biên,0.42,77.5,căn hộ chung cư,21.0,,40.0,,,Yes,21.048956,105.8862812
379,4,8,2022,ba đình,3.6,64.0,căn hộ chung cư,,1.0,,2.0,1.0,Yes,21.0269799,105.8177529
380,4,8,2022,cầu giấy,3.49,110.0,căn hộ chung cư,,2.0,12.5,3.0,1.0,Yes,21.036819,105.7808467
381,6,8,2022,,2.69,70.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,21.026033,105.7789722
382,7,8,2022,cầu giấy,2.4,63.0,căn hộ chung cư,,1.0,12.5,2.0,1.0,Yes,21.0099881,105.8046452
383,8,8,2022,long biên,3.527,77.5,căn hộ chung cư,4.0,,40.0,,,Yes,21.0186765,105.884813
384,8,8,2022,cầu giấy,2.4,63.0,căn hộ chung cư,,1.0,12.5,2.0,1.0,Yes,10.876248,106.660338
385,8,8,2022,gia lâm,2.99,80.0,căn hộ chung cư,,2.0,25.0,3.0,1.0,Yes,21.0024138,105.9641124
386,9,8,2022,cầu giấy,3.9,100.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0215526,105.7878867
387,10,8,2022,cầu giấy,2.95,77.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0118604,105.8082825
388,9,8,2022,cầu giấy,2.39,65.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,21.0099881,105.8046452
389,25,7,2022,thanh xuân,2.5,81.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,10.876248,106.660338
390,26,7,2022,,0.43,80.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,10.876248,106.660338
391,26,7,2022,long biên,3.6,83.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0348453,105.9127108
392,26,7,2022,long biên,1.6,75.0,căn hộ chung cư,,2.0,,2.0,,Yes,21.0663504,105.9061789
393,27,7,2022,long biên,1.65,61.0,căn hộ chung cư,10.0,1.0,,2.0,,Yes,21.0628603,105.9125034
394,27,7,2022,,0.43,80.0,căn hộ chung cư,30.0,,,3.0,,Not provided,10.876248,106.660338
395,26,7,2022,long biên,0.42,77.5,căn hộ chung cư,11.0,2.0,40.0,2.0,1.0,Yes,10.876248,106.660338
396,27,7,2022,long biên,14.0,228.0,căn hộ chung cư,,3.0,,3.0,2.0,Yes,10.876248,106.660338
397,27,7,2022,long biên,2.435,104.0,căn hộ chung cư,,2.0,,3.0,,Yes,21.0663504,105.9061789
398,27,7,2022,long biên,2.45,100.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,10.876248,106.660338
399,27,7,2022,đống đa,0.85,75.0,căn hộ chung cư,24.0,2.0,,2.0,,Not provided,21.0069526,105.8325501
400,28,7,2022,,2.1,47.6,căn hộ chung cư,,1.0,25.0,1.0,1.0,Yes,10.876248,106.660338
401,28,7,2022,,0.43,80.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,10.876248,106.660338
402,28,7,2022,,0.43,80.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,10.876248,106.660338
403,28,7,2022,hoàng mai,3.0,68.0,căn hộ chung cư,,2.0,25.0,2.0,1.0,Yes,21.0277644,105.8341598
404,28,7,2022,long biên,1.7,75.0,căn hộ chung cư,,1.0,,2.0,1.0,Yes,10.876248,106.660338
405,18,7,2022,,0.45,79.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,10.876248,106.660338
406,28,7,2022,long biên,1.9,75.0,căn hộ chung cư,,1.0,,2.0,1.0,Yes,10.876248,106.660338
407,28,7,2022,long biên,2.9,86.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,10.876248,106.660338
408,16,7,2022,đông anh,1.85,68.6,căn hộ chung cư,22.0,2.0,60.0,2.0,1.0,Yes,21.079490363107585,105.87410477042238
409,16,7,2022,thanh xuân,3.99,102.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,10.876248,106.660338
410,18,7,2022,hoàng mai,2.713,77.0,căn hộ chung cư,,2.0,7.0,2.0,1.0,Yes,10.876248,106.660338
411,19,7,2022,hà đông,0.2,112.0,căn hộ chung cư,,3.0,,,3.0,Yes,20.9833749,105.7835348
412,18,7,2022,long biên,0.42,77.5,căn hộ chung cư,21.0,2.0,40.0,2.0,1.0,Yes,10.876248,106.660338
413,19,7,2022,,0.45,79.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,10.876248,106.660338
414,19,7,2022,,0.45,79.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,21.0229201,105.7556184
415,18,7,2022,cầu giấy,2.94,100.0,căn hộ chung cư,,2.0,12.5,2.0,1.0,Yes,10.876248,106.660338
416,19,7,2022,cầu giấy,3.39,85.0,căn hộ chung cư,,2.0,10.0,2.0,1.0,Yes,21.0359385,105.793827
417,19,7,2022,long biên,8.0,84.0,căn hộ chung cư,2.0,1.0,6.0,1.0,,Not provided,10.876248,106.660338
418,11,7,2022,long biên,1.91,68.0,căn hộ chung cư,,2.0,,2.0,,Yes,10.876248,106.660338
419,12,7,2022,thanh xuân,4.1,80.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.0042496,105.8033839
420,12,7,2022,đông anh,1.8,68.6,căn hộ chung cư,,2.0,,2.0,,Yes,21.0789000278261,105.8747779847168
421,12,7,2022,,0.45,79.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,21.0229201,105.7556184
422,12,7,2022,,0.45,79.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,10.876248,106.660338
423,11,7,2022,tây hồ,2.8,91.94,căn hộ chung cư,,2.0,,3.0,1.0,Yes,21.08929548032083,105.79513944425966
424,12,7,2022,thanh xuân,4.15,80.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,21.0042496,105.8033839
425,12,7,2022,,2.2,55.0,căn hộ chung cư,,1.0,,2.0,1.0,Yes,21.0088528,105.7439194
426,13,7,2022,cầu giấy,1.9,58.5,căn hộ chung cư,,1.0,,2.0,1.0,Not provided,10.770701112828501,106.69889367857363
427,13,7,2022,long biên,1.27,54.5,căn hộ chung cư,,2.0,,2.0,,Yes,10.876248,106.660338
428,13,7,2022,thanh xuân,4.15,80.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,10.876248,106.660338
429,13,7,2022,cầu giấy,2.25,62.0,căn hộ chung cư,,1.0,10.0,2.0,1.0,Yes,10.876248,106.660338
430,13,7,2022,thanh trì,0.23,88.6,căn hộ chung cư,6.0,2.0,8.0,2.0,1.0,Yes,10.876248,106.660338
431,13,7,2022,thanh xuân,3.18,108.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,20.9996153,105.8081224
432,14,7,2022,,0.45,79.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,21.0229201,105.7556184
433,11,7,2022,long biên,1.57,75.0,căn hộ chung cư,,,,2.0,,Yes,21.0663504,105.9061789
434,14,7,2022,,0.45,79.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,10.876248,106.660338
435,5,7,2022,,2.75,70.0,căn hộ chung cư,,,,,,Not provided,21.0088528,105.7439194
436,5,7,2022,cầu giấy,2.14,62.0,căn hộ chung cư,,1.0,12.5,2.0,1.0,Yes,21.0347067,105.7923394
437,6,7,2022,long biên,3.74,153.0,căn hộ chung cư,,2.0,,3.0,1.0,Yes,10.876248,106.660338
438,6,7,2022,,0.45,79.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,21.0345864,105.7629924
439,7,7,2022,tây hồ,4.6,97.2,căn hộ chung cư,38.0,2.0,40.0,3.0,1.0,Yes,21.0879242,105.8107098
440,7,7,2022,tây hồ,11.1,200.0,căn hộ chung cư,,4.0,40.0,5.0,1.0,Yes,10.876248,106.660338
441,6,7,2022,long biên,2.1,102.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,10.876248,106.660338
442,7,7,2022,đống đa,0.76,35.0,căn hộ chung cư,,1.0,,1.0,1.0,Yes,10.876248,106.660338
443,7,7,2022,long biên,2.65,112.0,căn hộ chung cư,,2.0,,2.0,1.0,Yes,10.876248,106.660338
444,8,7,2022,,0.45,79.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,10.876248,106.660338
445,9,7,2022,,0.45,79.0,căn hộ chung cư,30.0,2.0,,2.0,,Not provided,10.876248,106.660338
446,8,7,2022,hà đông,0.8,70.0,căn hộ chung cư,25.0,2.0,12.5,2.0,1.0,Yes,20.97889680407979,105.78819252291109
447,8,7,2022,hà đông,0.46,69.67,căn hộ chung cư,34.0,2.0,,2.0,1.0,Yes,20.97862632737114,105.78790284433748
